,Age,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,EmpWorkLifeBalance,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,Attrition,Actual_PerformanceRating,Predicted_PerformanceRating_Logistic_Regression,Predicted_PerformanceRating_Support Vector Classifier_1,Predicted_PerformanceRating_Support_Vector_Classifier_2,Predicted_PerformanceRating_Decision_Tree_Classifier,Predicted_PerformanceRating_Random_Forest_Classifier,Predicted_PerformanceRating_AdaBoost_Classifier,Predicted_PerformanceRating_Gradient_Boosting_Classifier,Predicted_PerformanceRating_Stacking_Classifier
544,41,Married,Research & Development,Manufacturing Director,Travel_Rarely,28,4,1,60,2,4,0,No,23,3,3,7,0,No,3,4,3,3,3,3,3,3,4
545,31,Single,Research & Development,Manager R&D,Travel_Frequently,1,5,3,100,4,3,1,No,11,1,3,8,4,Yes,3,3,3,3,3,3,3,3,3
546,33,Married,Development,Developer,Travel_Rarely,7,3,3,49,3,3,0,No,11,4,4,9,3,No,3,3,3,3,3,3,3,3,3
547,47,Divorced,Sales,Sales Executive,Travel_Frequently,3,3,4,49,3,4,9,Yes,12,4,2,2,11,No,3,3,3,3,3,3,3,3,3
548,39,Married,Sales,Sales Executive,Non-Travel,21,4,1,32,1,2,6,No,19,3,3,2,1,No,2,2,2,2,2,2,2,2,2
549,40,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,12,3,2,47,3,2,2,No,12,2,3,4,7,No,2,2,2,2,2,2,2,2,2
550,43,Married,Development,Developer,Travel_Frequently,21,3,4,61,3,1,7,No,20,1,3,2,1,No,4,4,4,4,4,4,4,4,4
551,30,Divorced,Human Resources,Human Resources,Travel_Frequently,8,3,3,66,2,1,6,No,11,3,2,2,1,Yes,3,3,3,3,3,3,3,3,3
552,42,Married,Development,Developer,Travel_Rarely,29,3,2,98,3,2,1,No,13,4,2,8,7,No,3,3,3,3,3,3,3,3,3
553,34,Married,Research & Development,Laboratory Technician,Travel_Rarely,8,3,2,82,4,2,2,No,12,1,4,3,1,No,3,2,2,2,2,2,3,3,2
554,30,Divorced,Development,Developer,Travel_Frequently,3,3,3,71,3,1,1,No,20,3,3,0,0,No,4,4,4,4,4,4,4,4,4
555,41,Married,Research & Development,Manager R&D,Travel_Rarely,5,5,2,90,4,1,2,Yes,12,1,2,2,0,No,3,3,3,3,3,3,3,3,3
556,46,Divorced,Data Science,Data Scientist,Travel_Rarely,18,3,3,87,3,2,2,No,14,3,2,7,0,No,3,3,3,3,3,3,3,3,3
557,50,Single,Sales,Sales Executive,Travel_Frequently,12,3,3,77,3,3,4,No,11,4,3,2,2,No,3,3,3,3,3,3,3,3,3
558,29,Single,Research & Development,Research Scientist,Travel_Rarely,28,4,4,73,2,1,1,No,14,2,1,4,0,No,2,3,3,3,3,3,3,2,3
559,34,Single,Sales,Sales Executive,Travel_Rarely,2,3,4,60,3,2,1,No,22,3,3,5,1,No,4,4,4,4,4,4,4,4,4
560,25,Married,Human Resources,Human Resources,Travel_Rarely,2,3,3,82,3,1,4,No,14,3,3,0,1,No,3,3,3,3,3,3,3,3,3
561,58,Married,Research & Development,Manager R&D,Travel_Rarely,1,3,4,76,3,5,3,Yes,21,3,3,8,1,No,4,4,4,4,4,4,4,4,4
562,27,Single,Sales,Sales Executive,Travel_Rarely,9,3,4,44,3,2,1,No,14,1,3,7,0,No,3,3,3,3,3,3,3,3,3
563,36,Single,Development,Developer,Travel_Rarely,7,4,2,65,3,1,2,No,18,3,3,2,0,No,3,3,3,3,3,3,3,3,3
564,27,Married,Human Resources,Human Resources,Travel_Frequently,22,3,1,58,2,1,1,No,12,1,3,0,0,Yes,3,3,3,3,3,3,3,3,3
565,39,Married,Sales,Sales Executive,Travel_Rarely,6,3,4,38,4,3,2,No,11,1,3,6,7,No,3,3,3,3,3,3,3,3,3
566,26,Single,Sales,Sales Executive,Travel_Rarely,10,3,3,46,3,2,1,No,13,1,3,3,1,No,3,3,3,3,3,3,3,3,3
567,35,Married,Sales,Sales Executive,Travel_Rarely,1,5,3,94,3,3,1,No,13,1,3,8,0,No,3,3,3,3,3,3,3,3,3
568,27,Married,Research & Development,Manager R&D,Travel_Rarely,11,1,2,91,3,1,0,No,14,2,4,0,1,No,3,2,3,3,3,3,3,3,3
569,33,Divorced,Research & Development,Manager R&D,Travel_Frequently,7,2,4,36,3,2,1,No,20,3,3,7,2,No,4,4,4,4,4,4,4,4,4
570,38,Divorced,Research & Development,Manager R&D,Travel_Frequently,8,3,4,58,2,2,1,Yes,16,3,3,11,0,No,3,3,3,3,3,3,3,3,3
571,35,Married,Research & Development,Research Director,Travel_Rarely,11,4,4,43,3,1,7,Yes,11,3,3,2,2,No,3,3,3,3,3,3,3,3,3
572,19,Single,Sales,Sales Representative,Travel_Rarely,21,3,4,37,2,1,1,Yes,13,2,4,0,0,Yes,3,3,3,3,3,3,3,3,3
573,47,Divorced,Research & Development,Manager R&D,Travel_Rarely,4,3,3,92,2,3,8,Yes,12,3,3,11,14,No,3,3,3,3,3,3,3,3,3
574,31,Married,Research & Development,Manager R&D,Travel_Rarely,11,2,3,80,3,2,1,Yes,12,4,2,5,0,No,3,3,3,3,3,3,3,3,3
575,34,Divorced,Development,Senior Developer,Travel_Rarely,19,2,2,93,3,1,0,No,11,3,3,2,1,No,2,3,2,3,2,2,3,2,3
576,32,Single,Development,Senior Developer,Travel_Frequently,16,1,2,72,1,1,1,Yes,22,2,3,2,6,Yes,3,2,2,3,3,4,3,3,4
577,45,Married,Sales,Sales Executive,Non-Travel,9,4,2,65,2,2,1,No,13,4,3,10,4,No,2,2,2,2,2,2,2,2,2
578,34,Single,Development,Developer,Travel_Rarely,27,2,4,95,3,1,2,No,15,4,3,2,1,No,3,3,3,3,3,3,3,3,3
579,31,Single,Sales,Sales Executive,Travel_Rarely,2,1,2,77,3,2,4,Yes,13,3,4,5,0,No,3,3,3,3,3,3,3,3,3
580,29,Divorced,Research & Development,Research Director,Travel_Rarely,1,3,4,87,2,4,3,No,14,2,2,7,1,No,3,3,3,3,3,3,3,3,3
581,38,Single,Sales,Sales Executive,Travel_Rarely,7,4,4,46,2,2,0,No,20,1,3,7,0,No,4,4,4,3,4,4,3,4,4
582,31,Divorced,Development,Technical Lead,Travel_Frequently,3,4,2,73,3,3,9,No,12,1,3,2,2,No,2,2,2,3,2,2,3,2,3
583,30,Married,Finance,Finance Manager,Travel_Rarely,7,3,2,48,2,1,1,No,12,2,2,4,1,No,2,2,2,2,2,2,3,2,2
584,40,Divorced,Research & Development,Research Scientist,Non-Travel,16,2,3,74,3,1,9,No,16,2,3,2,0,No,3,3,3,3,3,3,3,3,3
585,36,Single,Sales,Sales Executive,Travel_Rarely,3,4,1,99,3,2,3,Yes,16,4,3,4,0,No,3,3,3,3,3,3,3,3,3
586,27,Divorced,Sales,Sales Executive,Travel_Frequently,3,1,4,71,4,2,1,Yes,20,2,3,5,0,No,4,4,4,4,4,4,4,4,4
587,38,Single,Development,Developer,Travel_Frequently,2,4,1,75,4,2,6,Yes,12,4,3,7,4,No,3,3,3,3,3,3,3,3,3
588,35,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,10,3,2,45,3,1,1,No,20,1,2,2,1,No,2,2,2,2,2,2,2,2,2
589,49,Single,Development,Technical Lead,Travel_Rarely,1,2,3,90,2,4,7,Yes,12,4,3,1,0,No,3,3,3,3,3,3,3,3,3
590,44,Divorced,Development,Developer,Travel_Frequently,24,3,4,43,3,1,3,Yes,22,4,1,0,0,Yes,3,4,4,3,3,4,4,3,4
591,41,Divorced,Development,Developer,Travel_Frequently,9,3,1,64,3,5,2,No,17,2,4,16,0,No,3,4,4,3,3,3,3,3,3
592,20,Single,Sales,Sales Representative,Travel_Frequently,9,3,4,54,3,1,1,Yes,14,2,3,2,0,Yes,3,3,3,3,3,3,3,3,3
593,29,Married,Research & Development,Research Scientist,Travel_Rarely,13,2,4,46,2,2,4,Yes,13,1,3,3,0,No,3,3,3,3,3,3,3,3,3
594,27,Divorced,Development,Technical Lead,Non-Travel,3,3,3,79,2,1,1,Yes,15,4,2,1,0,No,3,3,3,3,3,3,3,3,3
595,36,Single,Development,Developer,Travel_Frequently,18,1,2,73,3,1,1,No,13,1,3,1,1,No,3,3,3,3,3,3,3,3,3
596,36,Married,Research & Development,Research Scientist,Travel_Frequently,3,3,3,46,3,1,1,No,12,3,2,10,0,No,3,3,3,3,3,3,3,3,3
597,24,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,21,2,3,57,2,1,0,No,14,2,3,1,0,No,3,3,3,3,3,3,3,3,3
598,39,Married,Human Resources,Human Resources,Travel_Rarely,3,3,3,44,4,2,9,No,15,3,1,3,3,No,3,3,3,3,3,3,3,3,3
599,31,Single,Research & Development,Research Director,Travel_Rarely,8,5,1,93,3,4,3,No,11,3,4,2,1,No,3,2,2,2,4,2,3,3,2
600,26,Married,Human Resources,Human Resources,Travel_Rarely,25,1,3,61,3,1,1,No,23,4,3,7,5,No,4,4,4,4,4,4,3,4,4
601,37,Married,Research & Development,Research Director,Travel_Rarely,10,3,3,42,4,3,1,Yes,25,1,3,11,6,No,4,4,4,4,4,4,4,4,4
602,36,Married,Development,Developer,Travel_Frequently,18,4,3,81,4,1,4,No,18,4,3,0,0,No,3,3,4,3,3,3,3,3,3
603,28,Single,Sales,Sales Executive,Travel_Rarely,9,4,2,92,3,2,1,No,16,4,3,5,0,No,3,3,3,3,3,3,3,3,3
604,43,Divorced,Sales,Sales Executive,Travel_Rarely,25,3,3,79,2,3,5,No,13,3,3,0,0,No,3,3,3,3,3,3,3,3,3
605,24,Single,Finance,Finance Manager,Travel_Frequently,2,1,1,32,3,1,1,Yes,13,3,3,3,1,No,2,2,2,2,2,2,2,2,2
606,32,Single,Development,Developer,Travel_Rarely,25,4,1,87,3,1,1,Yes,24,3,1,0,0,Yes,3,4,4,3,3,4,4,3,4
607,47,Married,Data Science,Data Scientist,Travel_Rarely,5,5,4,42,3,5,4,No,11,2,3,2,1,No,3,3,3,3,3,3,3,3,3
608,35,Divorced,Development,Senior Developer,Non-Travel,2,4,4,61,3,2,2,No,11,1,4,0,0,No,3,3,3,3,4,3,3,3,3
609,50,Married,Research & Development,Manager R&D,Travel_Rarely,28,3,4,43,3,4,4,Yes,11,2,3,2,1,No,3,3,3,3,3,3,3,3,3
610,27,Married,Research & Development,Manager R&D,Travel_Rarely,2,4,2,41,3,1,1,No,11,3,2,3,1,No,2,2,2,2,2,2,3,2,2
611,37,Married,Sales,Sales Executive,Travel_Rarely,1,4,1,46,2,3,5,No,11,3,1,1,11,Yes,2,2,2,2,2,2,3,2,2
612,38,Married,Data Science,Data Scientist,Travel_Frequently,2,2,4,42,3,1,1,Yes,23,3,3,0,0,No,4,4,4,4,4,4,4,4,4
613,50,Divorced,Sales,Sales Executive,Travel_Frequently,1,4,2,94,3,2,7,No,12,4,3,3,0,Yes,4,3,4,3,4,3,3,4,3
614,55,Single,Research & Development,Manager,Non-Travel,2,1,3,40,2,4,7,No,15,2,4,7,6,No,4,4,4,4,4,4,3,4,3
615,34,Married,Development,Developer,Travel_Rarely,2,4,4,84,2,2,6,No,13,2,3,9,5,No,3,3,3,3,3,3,3,3,3
616,34,Married,Human Resources,Human Resources,Travel_Frequently,11,3,3,56,2,2,4,No,11,4,4,9,1,No,3,3,3,3,3,3,3,3,3
617,38,Single,Development,Developer,Travel_Rarely,3,5,4,32,3,2,3,Yes,20,2,3,2,2,No,4,3,4,3,4,4,4,4,4
618,56,Divorced,Research & Development,Manager,Travel_Rarely,4,4,4,92,3,5,4,No,13,4,3,2,4,No,3,3,3,3,3,3,3,3,3
619,36,Divorced,Development,Developer,Travel_Rarely,3,2,1,39,3,1,5,No,22,1,3,0,0,No,4,4,4,3,4,4,4,4,4
620,43,Single,Sales,Sales Executive,Travel_Rarely,9,3,1,85,1,2,8,No,13,2,2,3,1,Yes,2,2,2,2,2,2,2,2,2
621,42,Married,Research & Development,Manager R&D,Travel_Rarely,6,3,3,83,3,3,9,No,13,2,4,7,5,No,3,3,3,3,3,3,3,3,3
622,26,Divorced,Data Science,Data Scientist,Travel_Rarely,16,4,1,45,3,1,2,Yes,13,4,3,2,0,Yes,3,3,3,3,3,3,3,3,3
623,31,Married,Sales,Sales Executive,Non-Travel,20,2,4,45,3,2,1,No,13,4,2,8,0,No,3,3,3,3,3,3,3,3,3
624,23,Married,Sales,Sales Representative,Travel_Frequently,9,3,4,33,3,1,1,No,19,1,2,0,1,Yes,3,3,3,3,3,3,3,3,3
625,47,Divorced,Development,Senior Developer,Travel_Frequently,16,4,3,64,4,2,1,Yes,19,3,4,10,2,No,3,4,4,3,4,4,4,3,4
626,42,Married,Data Science,Data Scientist,Travel_Frequently,5,2,2,97,3,1,4,No,17,4,3,2,2,No,3,2,2,2,2,2,3,3,2
627,44,Married,Research & Development,Healthcare Representative,Travel_Rarely,2,3,3,96,4,3,1,Yes,19,2,3,7,6,No,3,3,3,3,3,3,3,3,3
628,38,Married,Human Resources,Human Resources,Travel_Frequently,1,4,4,88,3,1,0,Yes,11,2,3,2,1,No,3,3,3,3,3,3,3,3,3
629,29,Single,Research & Development,Healthcare Representative,Travel_Frequently,1,3,4,70,4,2,8,Yes,12,4,4,2,0,No,3,3,3,3,3,3,3,3,3
630,32,Married,Development,Developer,Travel_Frequently,24,4,1,80,3,2,1,No,15,4,3,8,4,No,3,2,3,3,3,3,3,3,3
631,60,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,1,4,3,92,1,3,3,No,20,3,4,0,0,No,4,4,4,4,4,4,4,4,4
632,31,Married,Human Resources,Human Resources,Travel_Rarely,2,3,1,62,2,2,3,No,12,4,3,2,1,No,2,2,2,2,2,2,3,2,2
633,44,Single,Research & Development,Research Scientist,Travel_Rarely,29,4,4,32,3,2,1,No,25,2,3,11,13,No,4,4,4,4,4,4,4,4,4
634,39,Single,Development,Developer,Travel_Frequently,2,4,3,64,3,3,0,No,25,4,3,6,11,No,4,4,4,4,4,4,4,4,4
635,24,Married,Development,Senior Developer,Non-Travel,4,1,1,46,2,1,0,No,17,4,2,2,3,No,3,2,2,3,3,2,3,3,3
636,60,Single,Sales,Sales Executive,Travel_Rarely,16,4,1,84,3,2,8,No,14,4,3,2,2,No,3,2,2,2,2,2,3,3,2
637,31,Married,Data Science,Data Scientist,Travel_Rarely,23,3,2,64,2,2,0,No,21,2,3,0,7,No,4,2,4,4,2,4,3,4,4
638,52,Married,Sales,Manager,Travel_Rarely,3,4,3,31,2,4,1,No,11,1,4,6,1,No,4,3,4,3,2,3,3,4,3
639,46,Married,Sales,Manager,Travel_Rarely,4,2,4,33,2,5,2,No,14,3,3,4,0,No,3,3,3,3,3,3,3,3,3
640,34,Divorced,Sales,Sales Representative,Travel_Frequently,6,2,4,33,1,1,0,No,16,4,2,2,1,Yes,3,3,3,3,3,3,3,3,3
641,39,Single,Finance,Finance Manager,Travel_Frequently,4,3,1,81,3,2,0,No,13,4,1,2,3,No,2,2,2,2,3,2,3,2,2
642,45,Divorced,Sales,Sales Executive,Travel_Rarely,9,3,4,74,3,3,4,Yes,12,3,3,4,0,No,3,3,3,3,3,3,3,3,3
643,35,Married,Development,Senior Developer,Travel_Rarely,21,1,4,51,3,2,1,Yes,25,4,1,6,0,No,3,4,4,4,3,4,3,3,4
644,36,Single,Development,Technical Lead,Travel_Rarely,5,2,4,62,3,2,8,No,16,4,4,11,3,No,3,3,3,3,3,3,3,3,3
645,46,Single,Research & Development,Healthcare Representative,Travel_Rarely,13,4,3,34,3,2,6,No,14,4,3,7,0,No,3,3,3,3,3,3,3,3,3
646,42,Single,Development,Developer,Travel_Rarely,17,2,4,82,4,2,3,Yes,13,3,3,2,0,No,3,3,3,3,3,3,3,3,3
647,24,Divorced,Development,Senior Developer,Non-Travel,9,3,3,60,2,1,1,No,11,3,3,0,0,No,3,3,3,3,3,3,3,3,3
648,29,Married,Development,Developer,Travel_Rarely,8,4,2,77,1,1,1,Yes,11,4,2,7,0,Yes,3,3,3,3,3,3,3,3,3
649,27,Divorced,Sales,Sales Representative,Travel_Rarely,2,1,3,85,3,1,0,No,11,2,3,3,0,Yes,3,3,3,3,3,3,3,3,3
650,26,Single,Sales,Sales Executive,Non-Travel,29,2,2,79,1,2,8,No,18,4,3,2,2,Yes,2,2,2,2,2,2,2,2,2
651,56,Married,Sales,Sales Executive,Travel_Rarely,11,5,4,89,2,2,4,No,16,3,3,0,0,No,3,3,3,3,3,3,3,3,3
652,32,Single,Sales,Sales Executive,Travel_Rarely,6,4,2,87,3,2,1,No,16,1,3,8,5,No,2,2,2,2,3,2,2,2,2
653,29,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,29,1,4,93,1,2,8,No,17,4,3,0,1,No,3,3,3,3,3,3,3,3,3
654,38,Married,Sales,Sales Executive,Travel_Rarely,14,3,3,80,3,2,0,No,11,4,3,8,7,No,3,3,3,3,3,3,3,3,3
655,43,Married,Research & Development,Research Scientist,Travel_Frequently,17,3,3,38,2,1,9,Yes,16,4,3,0,0,Yes,3,3,3,3,3,3,3,3,3
656,22,Single,Research & Development,Research Scientist,Travel_Rarely,7,1,4,75,3,1,1,Yes,23,1,3,0,0,Yes,4,4,4,4,4,4,4,4,4
657,39,Married,Development,Developer,Travel_Frequently,8,1,3,48,3,1,1,No,11,1,3,3,0,No,3,3,3,3,3,3,3,3,3
658,44,Single,Research & Development,Research Scientist,Non-Travel,17,3,4,74,1,1,2,No,13,4,3,0,0,No,3,3,3,3,3,3,3,3,3
659,36,Divorced,Finance,Finance Manager,Travel_Rarely,3,2,4,79,4,2,6,No,20,1,3,4,0,No,4,4,4,3,2,4,4,4,4
660,40,Married,Research & Development,Laboratory Technician,Travel_Rarely,1,4,1,83,3,1,8,No,19,3,2,0,0,No,3,3,3,3,3,3,3,3,3
661,45,Married,Research & Development,Manager R&D,Travel_Rarely,7,3,1,83,3,1,4,Yes,19,3,2,2,0,No,3,3,3,3,3,3,3,3,3
662,27,Married,Development,Developer,Non-Travel,3,3,4,50,3,1,1,No,11,3,2,0,0,No,3,3,3,3,3,3,3,3,3
663,35,Married,Development,Developer,Travel_Frequently,1,3,2,79,3,1,4,No,13,4,2,2,1,No,3,3,3,3,3,3,3,3,3
664,33,Single,Sales,Sales Executive,Travel_Rarely,16,3,1,74,3,3,2,Yes,20,3,2,0,0,Yes,4,4,4,3,3,4,3,4,4
665,42,Married,Development,Developer,Travel_Rarely,1,2,4,43,2,2,9,Yes,13,4,3,3,0,No,3,3,3,3,3,3,3,3,3
666,31,Single,Research & Development,Manufacturing Director,Travel_Frequently,24,1,4,30,3,2,2,No,20,4,2,4,1,No,4,3,4,4,4,4,4,4,4
667,41,Married,Human Resources,Human Resources,Non-Travel,4,3,3,60,1,2,6,No,19,2,3,2,1,No,3,4,3,3,3,3,3,3,3
668,36,Married,Development,Developer,Travel_Rarely,2,3,4,96,3,1,4,No,13,2,3,2,2,No,3,3,3,3,3,3,3,3,3
669,22,Married,Research & Development,Manager R&D,Travel_Rarely,8,1,3,79,3,1,1,Yes,17,3,3,0,0,Yes,3,3,3,3,3,3,3,3,3
670,45,Single,Sales,Manager,Travel_Rarely,2,3,1,94,1,5,2,Yes,16,1,3,10,1,Yes,2,2,2,2,2,2,3,2,2
671,40,Married,Development,Developer,Travel_Rarely,19,2,3,99,3,2,8,Yes,15,3,4,2,3,No,3,3,3,3,3,3,3,3,3
672,36,Married,Finance,Finance Manager,Non-Travel,1,4,4,33,2,2,0,No,15,3,3,2,1,No,3,3,3,3,3,3,3,3,3
673,37,Married,Research & Development,Manufacturing Director,Travel_Rarely,1,3,4,56,2,2,1,No,13,2,2,8,3,No,3,3,3,3,3,3,3,3,3
674,24,Married,Sales,Sales Executive,Travel_Rarely,3,2,1,33,3,2,0,No,21,1,2,2,0,No,3,4,3,3,3,4,3,3,4
675,50,Married,Development,Developer,Travel_Rarely,24,3,4,95,3,4,3,Yes,18,4,3,11,1,No,3,3,3,3,3,3,3,3,3
676,33,Married,Development,Developer,Travel_Rarely,14,3,4,72,3,1,1,No,13,4,3,7,1,No,3,3,3,3,3,3,3,3,3
677,36,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,6,4,3,60,1,1,1,No,14,3,3,7,1,No,3,3,3,3,3,3,3,3,3
678,31,Married,Development,Developer,Travel_Rarely,5,4,3,86,3,1,0,Yes,12,3,3,2,0,No,3,3,3,3,3,3,3,3,3
679,40,Married,Research & Development,Laboratory Technician,Travel_Rarely,2,2,3,99,3,1,4,No,17,4,2,3,0,No,3,3,3,3,3,3,3,3,3
680,50,Married,Development,Senior Developer,Travel_Rarely,29,4,2,88,2,4,0,No,15,2,3,10,15,No,3,3,3,3,3,3,3,3,3
681,37,Single,Sales,Sales Executive,Non-Travel,19,2,1,32,3,3,1,Yes,13,4,3,0,0,No,3,3,3,3,3,3,3,3,3
682,28,Single,Development,Developer,Travel_Rarely,2,4,3,46,3,1,6,No,17,4,2,2,2,Yes,3,3,3,3,3,3,3,3,3
683,46,Married,Sales,Manager,Travel_Rarely,2,3,3,69,3,4,8,No,23,1,3,15,15,No,4,4,4,4,4,4,4,4,4
684,35,Married,Development,Technical Architect,Non-Travel,11,2,3,79,2,3,2,Yes,13,3,3,0,2,No,3,3,3,3,3,3,3,3,3
685,32,Single,Research & Development,Research Scientist,Non-Travel,5,4,2,65,3,1,2,No,14,2,3,7,0,No,3,3,3,3,2,2,3,3,3
686,24,Married,Development,Business Analyst,Travel_Rarely,18,1,2,52,3,1,0,No,12,3,3,3,1,No,3,3,2,3,2,2,2,3,3
687,36,Married,Data Science,Data Scientist,Travel_Rarely,14,1,3,68,3,2,0,Yes,17,1,2,8,4,No,3,3,3,3,3,3,3,3,3
688,42,Married,Human Resources,Human Resources,Non-Travel,2,5,4,79,4,2,7,No,16,1,4,3,0,No,4,3,4,3,3,4,3,4,3
689,33,Married,Development,Developer,Travel_Frequently,5,4,4,74,3,3,6,No,11,2,3,6,8,No,3,3,3,3,3,3,3,3,3
690,38,Married,Research & Development,Manager R&D,Travel_Rarely,6,2,4,40,2,1,1,No,11,2,3,4,0,No,3,3,3,3,3,3,3,3,3
691,36,Divorced,Research & Development,Manufacturing Director,Travel_Frequently,4,2,4,97,3,2,7,No,13,2,3,2,0,No,3,3,3,3,3,3,3,3,3
692,32,Married,Sales,Sales Executive,Non-Travel,26,4,3,100,3,2,0,No,18,1,3,2,2,No,3,3,3,3,3,3,3,3,3
693,30,Divorced,Sales,Sales Executive,Travel_Rarely,7,4,4,73,3,2,7,No,14,2,3,2,0,No,3,3,3,3,3,3,3,3,3
694,31,Divorced,Development,Senior Developer,Travel_Rarely,9,1,3,33,3,3,1,No,25,4,4,8,0,No,3,4,4,4,3,4,4,3,4
695,59,Married,Human Resources,Human Resources,Travel_Rarely,6,2,2,52,3,1,8,No,17,4,2,2,2,No,2,2,2,2,2,2,2,2,2
696,38,Married,Sales,Sales Executive,Non-Travel,2,2,4,39,2,2,3,No,18,4,3,7,7,No,3,4,3,3,3,3,3,3,3
697,37,Married,Sales,Sales Executive,Travel_Rarely,6,4,3,98,3,2,4,No,14,2,4,4,0,No,4,3,4,3,3,3,3,4,3
698,30,Married,Research & Development,Research Scientist,Travel_Rarely,16,1,2,33,3,1,1,No,12,2,2,0,0,No,3,3,3,3,3,3,3,3,3
699,34,Married,Research & Development,Research Scientist,Travel_Rarely,2,4,4,97,4,1,0,Yes,14,1,3,0,1,No,3,3,3,3,3,3,3,3,3
700,29,Divorced,Sales,Sales Executive,Travel_Rarely,20,2,4,45,3,2,2,No,14,4,3,2,0,No,3,3,3,3,3,3,3,3,3
701,26,Single,Development,Developer,Travel_Frequently,3,1,3,73,3,1,0,No,22,3,3,4,0,Yes,4,4,4,4,4,4,4,4,4
702,34,Divorced,Finance,Finance Manager,Travel_Frequently,10,4,3,42,4,2,1,No,13,1,3,7,7,No,3,3,3,3,3,3,3,3,3
703,45,Married,Sales,Sales Executive,Travel_Rarely,2,3,4,61,3,2,0,No,19,2,4,7,3,No,3,4,4,3,3,3,4,3,3
704,35,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,14,4,3,39,2,1,1,Yes,24,4,1,2,0,Yes,3,4,4,3,3,4,4,3,4
705,32,Married,Sales,Sales Executive,Travel_Frequently,5,2,2,48,3,2,1,No,14,4,3,8,5,No,3,2,2,2,3,2,2,3,2
706,55,Divorced,Research & Development,Healthcare Representative,Non-Travel,8,1,4,37,2,4,1,Yes,15,4,3,9,15,No,3,3,3,3,3,3,3,3,3
707,39,Married,Development,Senior Developer,Travel_Rarely,6,3,4,70,3,1,7,Yes,21,4,1,2,2,Yes,3,4,4,3,3,4,3,3,4
708,33,Married,Sales,Sales Executive,Travel_Frequently,1,3,3,42,4,2,2,No,19,1,3,3,1,No,3,4,4,3,3,4,3,3,3
709,33,Single,Development,Developer,Travel_Frequently,1,2,1,98,3,3,1,Yes,12,3,3,14,8,No,2,3,2,3,3,2,3,2,3
710,34,Single,Research & Development,Healthcare Representative,Travel_Rarely,2,4,3,98,3,2,1,No,11,4,4,11,4,No,3,3,3,3,3,3,3,3,3
711,27,Single,Development,Developer,Travel_Rarely,9,3,4,99,3,1,1,No,16,4,2,7,0,No,3,3,3,3,3,3,3,3,3
712,49,Single,Research & Development,Manager R&D,Travel_Frequently,28,2,1,97,2,2,3,No,20,1,3,3,1,Yes,3,2,2,3,3,2,3,3,3
713,36,Single,Sales,Sales Representative,Travel_Rarely,2,4,3,70,3,1,3,Yes,21,4,2,2,1,No,4,3,4,3,4,4,4,4,4
714,28,Divorced,Human Resources,Human Resources,Non-Travel,1,2,3,43,3,1,1,No,15,2,3,2,2,No,3,3,3,3,3,3,3,3,3
715,41,Divorced,Research & Development,Research Director,Non-Travel,7,1,2,55,1,5,1,No,22,2,3,16,5,No,2,2,2,2,2,2,2,2,2
716,29,Married,Research & Development,Healthcare Representative,Travel_Rarely,8,1,3,39,1,2,3,No,13,3,3,7,0,No,3,3,3,3,3,3,3,3,3
717,38,Married,Development,Technical Lead,Travel_Rarely,29,1,2,70,3,2,7,Yes,19,2,3,0,0,Yes,3,3,3,3,3,3,3,3,3
718,31,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,4,3,1,62,4,1,8,No,12,2,2,2,2,No,2,2,2,2,2,2,2,2,2
719,55,Married,Sales,Manager,Travel_Rarely,26,5,3,60,2,5,1,No,21,3,3,6,2,No,4,4,4,4,4,4,4,4,4
720,21,Single,Research & Development,Laboratory Technician,Travel_Frequently,10,2,1,45,2,1,1,No,20,3,1,2,2,Yes,2,2,2,2,2,2,2,2,2
721,26,Married,Sales,Sales Executive,Travel_Rarely,1,3,3,57,3,2,1,No,17,2,3,7,7,No,3,3,3,3,3,3,3,3,3
722,37,Divorced,Development,Developer,Travel_Rarely,10,1,4,82,3,1,0,Yes,13,2,2,3,4,No,3,3,3,3,3,3,3,3,3
723,36,Married,Development,Developer,Travel_Rarely,9,3,4,79,2,1,0,Yes,17,1,2,0,0,Yes,3,3,3,3,3,3,3,3,3
724,29,Married,Development,Developer,Travel_Rarely,27,3,2,66,3,2,4,No,12,1,2,7,1,No,3,3,3,3,3,3,3,3,3
725,39,Single,Sales,Sales Executive,Travel_Rarely,2,5,1,41,4,3,0,No,18,4,3,7,0,No,3,3,3,3,3,3,3,3,3
726,27,Married,Research & Development,Senior Manager R&D,Travel_Rarely,2,4,1,47,3,2,0,No,18,2,3,2,2,No,2,2,2,2,3,2,3,2,2
